IndicatorCode,IndicatorName,Language,Category
W24_exp_date_B,Other smoked tobacco packaging and labelling must not display expiry dates,EN,W24
W26_plain_packaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).,EN,W26
W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,EN,W2
W20_flavours_B,Other smoked tobacco packaging and labelling must not use descriptors depicting flavours,EN,W20
W21_emissions_quant_C,Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,EN,W21
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,EN,TB
tfr,Total fertility rate (per woman),EN,tfr
TOBACCO_0000000210,Fines on the establishment,EN,TOBACCO
TOBACCO_0000000342,Daily users of any smokeless tobacco product (crude rate),EN,TOBACCO
TOBACCO_0000000345,Current smokers of cigarettes (youth rate),EN,TOBACCO
W9_no_obscure_A,Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps,EN,W9
W4_pc_back_C,Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging,EN,W4
W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package,EN,W5
W23_emissions_front_back_C,Smokeless tobacco packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas,EN,W23
W5_top_side_C,Health warnings on smokeless tobacco packaging must be placed at the top of the principal display areas of the package,EN,W5
W6_font_A,"Does the law mandate font style, font size and colour of health warnings on cigarette packaging?",EN,W6
TB_tot_newrel,Tuberculosis - new and relapse cases,EN,TB
TB_treatment_coverage,xxx,EN,TB
TOBACCO_0000000211,Fines on the patron,EN,TOBACCO
W7_rotation_A,Are the health warnings on cigarette packaging rotating?,EN,W7
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,EN,W9
WHOSIS_000013,Prevalence of current tobacco use among adolescents (13-15 years) (%),EN,WHOSIS
W26_plain_packaging_C,Plain packaging of smokeless tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).,EN,W26
W27_smokeless_prod_ban,The sale of all smokeless tobacco products is completely banned,EN,W27
W3_pc_front_B,Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging,EN,W3
wast5,Wasting prevalence in children aged < 5 years (%),EN,wast5
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),EN,WHOSIS
WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),EN,WHOSIS
WHOSIS_000008,Children aged <5 years underweight (%),EN,WHOSIS
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),EN,WHOSIS
WHOSIS_000010,Adults aged &#8805; 20 years who are obese (%),EN,WHOSIS
WHOSIS_000012,Prevalence of smoking any tobacco product among adults (&#8805;15 years) (%),EN,WHOSIS
W4_pc_back_A,Percentage of principal display area mandated to be covered by health warnings - back of cigarette packaging,EN,W4
TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases",EN,TB
TB_new_sp,"New cases: Pulmonary, smear-positive",EN,TB
TB_ret_nrel,"Previously treated  cases, excluding relapse",EN,TB
TB_ret_rel,Relapse cases (pre-2013 definition),EN,TB
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,EN,TOBACCO
TOBACCO_0000000344,Prevalence of current tobacco use among adolescents aged 13-15 years,EN,TOBACCO
TOBACCO_0000000346,Exposure to smoke at home,EN,TOBACCO
TOBACCO_0000000347,Exposure to smoke outside home,EN,TOBACCO
W5_top_side_A,Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package,EN,W5
W6_font_C,"Does the law mandate font style, font size and colour of health warnings on smokeless tobacco packaging?",EN,W6
W7_rotation_B,Are the health warnings on other smoked tobacco packaging rotating?,EN,W7
W7_rotation_C,Are the health warnings on smokeless tobacco packaging rotating?,EN,W7
W8_princ_langs_A,Are the health warnings on cigarette packaging written in the principal language(s) of the country?,EN,W8
wast3,Wasting prevalence in children aged < 3 years (%),EN,wast3
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EN,WHOSIS
WHOSIS_000005,Low-birth-weight newborns (%),EN,WHOSIS
WHOSIS_000009,Children aged <5 years overweight (%),EN,WHOSIS
WHS10_2,Number of cause-of-death registration years available,EN,WHS10
WHS10_3,Number of national population surveys - child anthropometry,EN,WHS10
WHS10_5,Number of national population surveys - maternal mortality,EN,WHS10
WSH_30_WAT,Number of diarrhoea DALYs from inadequate water,EN,WSH
WSH_8,"Water, sanitation and hygiene  attributable DALYs per 100'000 children under 5 years",EN,WSH
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),EN,WSH
W17_fines_B,Health warnings on other smoked tobacco packaging law requires or establishes fines for violations,EN,W17
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",EN,TB
W2_pc_front_back_B,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,EN,W2
W20_flavours_C,Smokeless tobacco packaging and labelling must not use descriptors depicting flavours,EN,W20
W21_emissions_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,EN,W21
TB_c_notified,Total number of notified TB cases,EN,TB
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,EN,TB
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,EN,TB
TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),EN,TB
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),EN,TB
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),EN,TB
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),EN,TB
TB_new_snuoth,TB new snuoth,EN,TB
TB_ret_oth,Retreatment cases: other,EN,TB
TB_ret_rel_labconf,"Relapse cases: Pulmonary, bacteriologically confirmed",EN,TB
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),EN,TB
W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on relevant constituents and emissions,EN,W22
W22_emissions_qual_C,Smokeless tobacco packaging and labelling must display qualitative information on relevant constituents and emissions,EN,W22
W24_exp_date_A,Cigarette packaging and labelling must not display expiry dates,EN,W24
W25_quitline_number_C,The quit line number must appear on smokeless tobacco packaging or labelling,EN,W25
W26_plainSPACEpackaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).,EN,W26
W3_pc_front_C,Percentage of principal display area mandated to be covered by health warnings - front of smokeless tobacco packaging,EN,W3
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,EN,TB
TOBACCO_0000000209,Fines for violations,EN,TOBACCO
TOBACCO_0000000212,Dedicated funds for enforcement,EN,TOBACCO
TOBACCO_0000000213,Citizen complaints and investigations,EN,TOBACCO
W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,EN,W4
W8_princ_langs_B,Are the health warnings on other smoked tobacco packaging written in the principal language(s) of the country?,EN,W8
W9_no_obscure_C,Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps,EN,W9
WHOSIS_000001,Life expectancy at birth (years),EN,WHOSIS
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),EN,WHOSIS
WHS10_1,Most recent census (year),EN,WHS10
WHOSIS_000014,Stillbirth rate (per 1000 total births),EN,WHOSIS
WHS_PBR,Preterm birth rate (per 100 live births),EN,WHS
WHS10_10,International Statistical Classification of Diseases and Related Health Problems (ICD),EN,WHS10
WHS10_6,Number of national population surveys -  HIV prevalence,EN,WHS10
HWWS_2,Handwashing with soap after cleaning child's stool (%),EN,HWWS
IHR02,Coordination,EN,IHR02
IHR06,Risk communication,EN,IHR06
IHR08,Laboratory,EN,IHR08
IHR11,Food safety,EN,IHR11
IHR13,Radionuclear,EN,IHR13
imr,Infant mortality rate (deaths per 1000 live births),EN,imr
IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,EN,IR
IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,EN,IR
IR_ORGANOPHOSPHATE_PRESENCE,Organophosphate resistance reported for at least one site,EN,IR
IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,EN,IR
WHOSIS_000015,Life expectancy at age 60 (years),EN,WHOSIS
LEAD_1,Percentage of the children under 15 years with blood lead levels above 5ug/dl,EN,LEAD
ITU_IDI_RANK,ICT Development Index (IDI) rank,EN,ITU
LEAD_3,Percentage of the adults (15+ years) with blood lead levels above 5ug/dl,EN,LEAD
LEAD_5,Lead attributable deaths,EN,LEAD
LEAD_10,Lead attributable DALYs per 100'000 children under 5 years,EN,LEAD
LEAD_2,Percentage of the children under 15 years with blood lead levels above 10ug/dl,EN,LEAD
LEAD_7,Lead attributable deaths per 100'000 capita,EN,LEAD
LEADCONTROL,Legally-binding controls on lead paint,EN,LEADCONTROL
LEPTO_MORTALITY,Estimated leptospirosis deaths (per 100 000 population),EN,LEPTO
LEPTO_YLD,Years of healthy life lost to disability (YLDs) due to leptospirosis,EN,LEPTO
LEPTO_YLL,Years of life lost (YLLs) due to leptospirosis,EN,LEPTO
LIFE_0000000030,nqx - probability of dying between ages x and x+n,EN,LIFE
LIFE_0000000031,lx - number of people left alive at age x,EN,LIFE
LEAD_8,Lead attributable DALYs per 100'000 capita,EN,LEAD
LEPTO_DALY,Disability-adjusted life years (DALYs) due to leptospirosis,EN,LEPTO
LEPTO_DALY100K,Disability-adjusted life years (DALYs) (per 100 000 population) due to leptospirosis,EN,LEPTO
LEPTO_MORBIDITY,Estimated leptospirosis incidence (per 100 000 population),EN,LEPTO
LIFE_0000000032,ndx - number of people dying between ages x and x+n,EN,LIFE
LEPTO_YLD100K,Years of healthy life lost to disability (YLDs) (per 100 000 population) due to leptospirosis,EN,LEPTO
M_def_1_text_youth,Youth indicator 1 definition,EN,M
WHS10_4,Number of national population surveys - child mortality,EN,WHS10
ITU_ICT_2,Mobile-cellular telephone subscriptions per 100 inhabitants,EN,ITU
ITU_IDI,ICT Development Index (IDI),EN,ITU
LEAD_4,Percentage of the adults (15+ years) with blood lead levels above 10ug/dl,EN,LEAD
LEAD_6,Lead attributable DALYs ('000),EN,LEAD
LEAD_9,Lead attributable DALYs ('000) in children under 5 years,EN,LEAD
LIFE_0000000033,nLx - person-years lived between ages x and x+n,EN,LIFE
M_def_1_prev_adult,Adult indicator 1 rate,EN,M
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),EN,M
M_Est_cig_daily_crude,"Daily cigarette smoking, crude adjusted",EN,M
M_Est_tob_curr_crude,"Current tobacco smoking, crude adjusted",EN,M
M_def_2_prev_adult,Adult indicator 2 rate,EN,M
M_Est_cig_curr_crude,"Current cigarette smoking, crude adjusted",EN,M
M_Est_cig_daily,Estimate of daily cigarette smoking prevalence (%),EN,M
M_smkless_age_range_youth,Youth survey age range - smokeless,EN,M
M_Est_tob_daily,Estimate of daily tobacco use prevalence (%),EN,M
M_Est_tob_daily_crude,"Daily tobacco smoking, crude adjusted",EN,M
M_Group,Monitoring tobacco use and prevention policies,EN,M
M_smkless_age_range_adult,Adult survey age range - smokeless,EN,M
M_smkless_def_text_adult,Adult smokeless tobacco use indicator definition,EN,M
M_smkless_def_text_youth,Youth smokeless tobacco use indicator definition,EN,M
M_smkless_survey_title_youth,Name of survey of youth - smokeless,EN,M
M_smkless_svy_national_adult,Representativeness of survey of adults - smokeless,EN,M
M_smkless_svy_yr_youth,Year of survey of youth - smokeless,EN,M
M_svy_age_adult,Adult survey age range,EN,M
M_smkless_svy_national_youth,Representativeness of survey of youth - smokeless,EN,M
M_survey_title_adult,Name of survey of adults,EN,M
M_svy_national_youth,Representativeness of youth survey,EN,M
M_svy_yr_adult,Year of latest adult prevalence survey,EN,M
MALARIA003,Estimated number of malaria deaths,EN,MALARIA003
M_smkless_svy_yr_adult,Year of survey of adults - smokeless,EN,M
M_survey_title_youth,Name of survey of youth,EN,M
M_svy_national_adult,Representativeness of survey of adults,EN,M
MALARIA002,Estimated number of malaria cases,EN,MALARIA002
MALARIA005,Malaria incidence per 100 000 population,EN,MALARIA005
MDG_0000000003,Adolescent birth rate (per 1000 women),EN,MDG
MDG_0000000005_AGE1519,"Contraceptive prevalence, among girls aged 15-19 (%)",EN,MDG
MALARIA004,Number of under-five deaths from malaria,EN,MALARIA004
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),EN,MDG
MDG_0000000005,Contraceptive prevalence (%),EN,MDG
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),EN,MCV2
MDG_0000000006_AGE1519,"Unmet need for family planning, among girls aged 15-19 (%)",EN,MDG
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),EN,MDG
MDG_0000000011,Median consumer price ratio of selected generic medicines - Public,EN,MDG
MDG_0000000015,Prevalence of condom use by adults during higher-risk sex (15-49) (%),EN,MDG
MDG_0000000021,Population aged 15-24 years with comprehensive correct knowledge of HIV/AIDS (%),EN,MDG
MDG_0000000018,Deaths due to tuberculosis among HIV-positive people (per 100 000 population),EN,MDG
MDG_0000000019,Prevalence of HIV among adults aged >=15 years (per 100 000 population),EN,MDG
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),EN,MDG
